ID_Transaccion;Fecha;Tipo_Movimiento;ID_Producto;Nombre_Producto;Cantidad;Costo_Unitario;Precio_Venta_Unitario;Origen;Proveedor_Cliente
3556;2023-06-07;Venta;PROD-005;Procesador Gama;-10;0.0;217.91;Venta;Venta Directa Online
3557;2023-06-07;Compra;PROD-006;SSD 512GB;276;35.92;0.0;Compra;PowerCell Co.
3558;2023-06-07;Venta;PROD-002;Portátil Z1 Pro;-40;0.0;907.55;Venta;PC Gamers World
3559;2023-06-07;Produccion;PROD-002;Portátil Z1 Pro;39;441.59;0.0;Fabricacion;N/A
3560;2023-06-07;Compra;PROD-008;Batería Larga Duración;177;44.84;0.0;Compra;TechSupplies Inc.
3561;2023-06-07;Venta;PROD-010;Webcam HD Pro;-25;0.0;60.37;Venta;Global Office
3562;2023-06-07;Produccion;PROD-001;Portátil Z1;31;245.75;0.0;Fabricacion;N/A
3563;2023-06-08;Compra;PROD-008;Batería Larga Duración;212;45.04;0.0;Compra;TechSupplies Inc.
3564;2023-06-08;Produccion;PROD-001;Portátil Z1;59;251.84;0.0;Fabricacion;N/A
3565;2023-06-08;Venta;PROD-001;Portátil Z1;-26;0.0;502.0;Venta;CorpTech Solutions
3566;2023-06-08;Venta;PROD-002;Portátil Z1 Pro;-42;0.0;905.68;Venta;Venta Directa Online
3567;2023-06-08;Venta;PROD-001;Portátil Z1;-20;0.0;504.6;Venta;PC Gamers World
3568;2023-06-08;Compra;PROD-008;Batería Larga Duración;293;45.72;0.0;Compra;PowerCell Co.
3569;2023-06-08;Venta;PROD-010;Webcam HD Pro;-12;0.0;59.7;Venta;PC Gamers World
3570;2023-06-09;Venta;PROD-010;Webcam HD Pro;-34;0.0;59.97;Venta;Global Office
3571;2023-06-09;Venta;PROD-001;Portátil Z1;-18;0.0;495.08;Venta;Venta Directa Online
3572;2023-06-09;Compra;PROD-008;Batería Larga Duración;116;45.59;0.0;Compra;TechSupplies Inc.
3573;2023-06-09;Compra;PROD-008;Batería Larga Duración;119;44.49;0.0;Compra;TechSupplies Inc.
3574;2023-06-09;Venta;PROD-006;SSD 512GB;-28;0.0;79.77;Venta;Venta Directa Online
3575;2023-06-09;Venta;PROD-001;Portátil Z1;-6;0.0;502.55;Venta;PC Gamers World
3576;2023-06-10;Compra;PROD-003;Tarjeta Gráfica Eco;263;86.81;0.0;Compra;VisionParts
3577;2023-06-10;Compra;PROD-003;Tarjeta Gráfica Eco;268;86.39;0.0;Compra;VisionParts
3578;2023-06-10;Compra;PROD-006;SSD 512GB;68;36.05;0.0;Compra;PowerCell Co.
3579;2023-06-10;Venta;PROD-007;SSD 1TB;-29;0.0;131.24;Venta;Global Office
3580;2023-06-10;Venta;PROD-009;Monitor Curvo 27'';-10;0.0;300.24;Venta;Venta Directa Online
3581;2023-06-10;Venta;PROD-004;Tarjeta Gráfica Pro;-39;0.0;350.86;Venta;Global Office
3582;2023-06-10;Compra;PROD-010;Webcam HD Pro;213;25.16;0.0;Compra;VisionParts
3583;2023-06-11;Compra;PROD-008;Batería Larga Duración;275;45.14;0.0;Compra;Componentes Globales
3584;2023-06-11;Compra;PROD-007;SSD 1TB;169;64.27;0.0;Compra;Componentes Globales
3585;2023-06-11;Produccion;PROD-002;Portátil Z1 Pro;97;444.03;0.0;Fabricacion;N/A
3586;2023-06-11;Venta;PROD-007;SSD 1TB;-41;0.0;130.9;Venta;PC Gamers World
3587;2023-06-11;Venta;PROD-009;Monitor Curvo 27'';-46;0.0;300.0;Venta;PC Gamers World
3588;2023-06-11;Compra;PROD-010;Webcam HD Pro;115;25.31;0.0;Compra;TechSupplies Inc.
3589;2023-06-11;Venta;PROD-001;Portátil Z1;-14;0.0;503.3;Venta;Venta Directa Online
3590;2023-06-12;Compra;PROD-005;Procesador Gamma;161;120.11;0.0;Compra;Componentes Globales
3591;2023-06-12;Produccion;PROD-001;Portátil Z1;55;251.5;0.0;Fabricacion;N/A
3592;2023-06-12;Compra;PROD-006;SSD 512GB;85;35.97;0.0;Compra;TechSupplies Inc.
3593;2023-06-12;Compra;PROD-010;Webcam HD Pro;167;25.16;0.0;Compra;TechSupplies Inc.
3594;2023-06-12;Produccion;PROD-009;Monitor Curvo 27'';45;147.53;0.0;Fabricacion;N/A
3595;2023-06-12;Compra;PROD-007;SSD 1TB;206;64.11;0.0;Compra;VisionParts
3596;2023-06-12;Venta;PROD-007;SSD 1TB;-43;0.0;129.03;Venta;CorpTech Solutions
3597;2023-06-13;Venta;PROD-007;SSD 1TB;-27;0.0;131.22;Venta;PC Gamers World
3598;2023-06-13;Compra;PROD-010;Webcam HD Pro;256;24.79;0.0;Compra;PowerCell Co.
3599;2023-06-13;Produccion;PROD-001;Portátil Z1;46;250.8;0.0;Fabricacion;N/A
3600;2023-06-13;Compra;PROD-007;SSD 1TB;295;64.79;0.0;Compra;VisionParts
3601;2023-06-13;Venta;PROD-005;Procesador Gamma;-38;0.0;221.01;Venta;Venta Directa Online
3602;2023-06-13;Produccion;PROD-001;Portátil Z1;92;255.0;0.0;Fabricacion;N/A
3603;2023-06-13;Venta;PROD-007;SSD 1TB;-23;0.0;130.18;Venta;Global Office
3604;2023-06-14;Venta;PROD-001;Portátil Z1;-15;0.0;502.83;Venta;PC Gamers World
3605;2023-06-14;Venta;PROD-010;Webcam HD Pro;-7;0.0;59.59;Venta;CorpTech Solutions
3606;2023-06-14;Compra;PROD-008;Batería Larga Duración;193;44.76;0.0;Compra;PowerCell Co.
3607;2023-06-14;Venta;PROD-010;Webcam HD Pro;-29;0.0;60.3;Venta;Venta Directa Online
3608;2023-06-14;Venta;PROD-004;Tarjeta Gráfica Pro;-21;0.0;350.11;Venta;PC Gamers World
3609;2023-06-14;Venta;PROD-005;Procesador Gamma;-10;0.0;217.91;Venta;CorpTech Solutions
3610;2023-06-15;Compra;PROD-005;Procesador Gamma;191;119.18;0.0;Compra;PowerCell Co.
3611;2023-06-15;Venta;PROD-009;Monitor Curvo 27'';-15;0.0;298.56;Venta;PC Gamers World
3612;2023-06-15;Venta;PROD-010;Webcam HD Pro;-5;0.0;60.2;Venta;Global Office
3613;2023-06-15;Venta;PROD-009;Monitor Curvo 27'';-23;0.0;299.87;Venta;EducaTech
3614;2023-06-15;Venta;PROD-009;Monitor Curvo 27'';-13;0.0;296.06;Venta;Venta Directa Online
3615;2023-06-15;Compra;PROD-003;Tarjeta Gráfica Eco;145;84.32;0.0;Compra;VisionParts
3616;2023-06-15;Venta;PROD-001;Portátil Z1;-11;0.0;502.51;Venta;EducaTech
3617;2023-06-16;Venta;PROD-003;Tarjeta Gráfica Eco;-20;0.0;159.69;Venta;CorpTech Solutions
3618;2023-06-16;Venta;PROD-004;Tarjeta Gráfica Pro;-43;0.0;350.03;Venta;Venta Directa Online
3619;2023-06-16;Compra;PROD-004;Tarjeta Gráfica Pro;195;179.35;0.0;Compra;TechSupplies Inc.
3620;2023-06-16;Venta;PROD-008;Batería Larga Duración;-26;0.0;95.67;Venta;PC Gamers World
3621;2023-06-16;Venta;PROD-007;SSD 1TB;-46;0.0;128.82;Venta;EducaTech
3622;2023-06-16;Venta;PROD-009;Monitor Curvo 27'';-9;0.0;297.04;Venta;Venta Directa Online
3623;2023-06-16;Compra;PROD-010;Webcam HD Pro;209;25.04;0.0;Compra;Componentes Globales
3624;2023-06-17;Venta;PROD-007;SSD 1TB;-14;0.0;130.09;Venta;Global Office
3625;2023-06-17;Compra;PROD-005;Procesador Gamma;201;117.71;0.0;Compra;PowerCell Co.
3626;2023-06-17;Compra;PROD-004;Tarjeta Gráfica Pro;186;181.11;0.0;Compra;Componentes Globales
3627;2023-06-17;Compra;PROD-004;Tarjeta Gráfica Pro;107;179.16;0.0;Compra;Componentes Globales
3628;2023-06-17;Produccion;PROD-001;Portátil Z1;95;255.46;0.0;Fabricacion;N/A
3629;2023-06-17;Venta;PROD-008;Batería Larga Duración;-14;0.0;94.98;Venta;EducaTech
3630;2023-06-17;Venta;PROD-003;Tarjeta Gráfica Eco;-29;0.0;159.94;Venta;Global Office
3631;2023-06-18;Venta;PROD-003;Tarjeta Gráfica Eco;-19;0.0;161.11;Venta;CorpTech Solutions
3632;2023-06-18;Venta;PROD-009;Monitor Curvo 27'';-21;0.0;299.75;Venta;Global Office
3633;2023-06-18;Venta;PROD-006;SSD 512GB;-6;0.0;80.0;Venta;Global Office
3634;2023-06-18;Venta;PROD-001;Portátil Z1;-14;0.0;500.82;Venta;Global Office
3635;2023-06-18;Produccion;PROD-001;Portátil Z1;52;246.55;0.0;Fabricacion;N/A
3636;2023-06-18;Compra;PROD-010;Webcam HD Pro;158;24.51;0.0;Compra;Componentes Globales
3637;2023-06-18;Venta;PROD-004;Tarjeta Gráfica Pro;-7;0.0;351.08;Venta;EducaTech
3638;2023-06-19;Compra;PROD-003;Tarjeta Gráfica Eco;273;85.78;0.0;Compra;Componentes Globales
3639;2023-06-19;Venta;PROD-010;Webcam HD Pro;-17;0.0;60.46;Venta;Global Office
3640;2023-06-19;Venta;PROD-010;Webcam HD Pro;-32;0.0;59.92;Venta;Global Office
3641;2023-06-19;Venta;PROD-001;Portátil Z1;-15;0.0;504.01;Venta;EducaTech
3642;2023-06-19;Venta;PROD-003;Tarjeta Gráfica Eco;-17;0.0;159.45;Venta;CorpTech Solutions
3643;2023-06-19;Compra;PROD-003;Tarjeta Gráfica Eco;270;84.81;0.0;Compra;TechSupplies Inc.
3644;2023-06-20;Venta;PROD-005;Procesador Gama;-22;0.0;218.75;Venta;EducaTech
3645;2023-06-20;Venta;PROD-008;Batería Larga Duración;-29;0.0;95.5;Venta;Global Office
3646;2023-06-20;Compra;PROD-003;Tarjeta Gráfica Eco;254;83.87;0.0;Compra;Componentes Globales
3647;2023-06-20;Produccion;PROD-002;Portátil Z1 Pro;66;450.71;0.0;Fabricacion;N/A
3648;2023-06-20;Compra;PROD-003;Tarjeta Gráfica Eco;189;85.77;0.0;Compra;TechSupplies Inc.
3649;2023-06-20;Venta;PROD-008;Batería Larga Duración;-44;0.0;94.36;Venta;Venta Directa Online
3650;2023-06-20;Compra;PROD-003;Tarjeta Gráfica Eco;96;86.6;0.0;Compra;PowerCell Co.
3651;2023-06-21;Venta;PROD-002;Portátil Z1 Pro;-35;0.0;903.58;Venta;CorpTech Solutions
3652;2023-06-21;Venta;PROD-002;Portátil Z1 Pro;-26;0.0;898.2;Venta;Venta Directa Online
3653;2023-06-21;Compra;PROD-004;Tarjeta Gráfica Pro;67;181.16;0.0;Compra;PowerCell Co.
3654;2023-06-21;Compra;PROD-007;SSD 1TB;89;64.81;0.0;Compra;PowerCell Co.
3655;2023-06-21;Venta;PROD-003;Tarjeta Gráfica Eco;-16;0.0;160.48;Venta;PC Gamers World
3656;2023-06-21;Venta;PROD-009;Monitor Curvo 27'';-33;0.0;297.75;Venta;Venta Directa Online
3657;2023-06-21;Compra;PROD-005;Procesador Gama;65;117.94;0.0;Compra;PowerCell Co.
3658;2023-06-22;Compra;PROD-010;Webcam HD Pro;178;24.75;0.0;Compra;VisionParts
3659;2023-06-22;Compra;PROD-004;Tarjeta Gráfica Pro;124;180.45;0.0;Compra;PowerCell Co.
3660;2023-06-22;Venta;PROD-006;SSD 512GB;-31;0.0;80.48;Venta;EducaTech
3661;2023-06-22;Compra;PROD-005;Procesador Gamma;269;120.15;0.0;Compra;VisionParts
3662;2023-06-22;Venta;PROD-001;Portátil Z1;-45;0.0;498.29;Venta;Global Office
3663;2023-06-22;Venta;PROD-002;Portátil Z1 Pro;-29;0.0;897.56;Venta;CorpTech Solutions
3664;2023-06-22;Venta;PROD-005;Procesador Gamma;-5;0.0;217.89;Venta;CorpTech Solutions
3665;2023-06-23;Produccion;PROD-001;Portátil Z1;89;252.22;0.0;Fabricacion;N/A
3666;2023-06-23;Compra;PROD-010;Webcam HD Pro;79;25.39;0.0;Compra;VisionParts
3667;2023-06-23;Compra;PROD-008;Batería Larga Duración;158;45.48;0.0;Compra;Componentes Globales
3668;2023-06-23;Compra;PROD-004;Tarjeta Gráfica Pro;210;181.34;0.0;Compra;VisionParts
3669;2023-06-23;Venta;PROD-006;SSD 512GB;-9;0.0;80.69;Venta;Global Office
3670;2023-06-23;Venta;PROD-006;SSD 512GB;-27;0.0;79.71;Venta;Global Office
3671;2023-06-23;Venta;PROD-006;SSD 512GB;-17;0.0;79.34;Venta;EducaTech
3672;2023-06-24;Venta;PROD-008;Batería Larga Duración;-49;0.0;94.19;Venta;CorpTech Solutions
3673;2023-06-24;Venta;PROD-009;Monitor Curvo 27'';-5;0.0;297.13;Venta;CorpTech Solutions
3674;2023-06-24;Venta;PROD-004;Tarjeta Gráfica Pro;-20;0.0;351.09;Venta;PC Gamers World
3675;2023-06-24;Venta;PROD-005;Procesador Gamma;-38;0.0;220.59;Venta;PC Gamers World
3676;2023-06-24;Venta;PROD-001;Portátil Z1;-34;0.0;500.91;Venta;Venta Directa Online
3677;2023-06-24;Compra;PROD-007;SSD 1TB;297;66.06;0.0;Compra;PowerCell Co.
3678;2023-06-24;Venta;PROD-003;Tarjeta Gráfica Eco;-29;0.0;159.39;Venta;CorpTech Solutions
3679;2023-06-25;Venta;PROD-010;Webcam HD Pro;-31;0.0;59.64;Venta;Venta Directa Online
3680;2023-06-25;Venta;PROD-006;SSD 512GB;-45;0.0;80.75;Venta;Global Office
3681;2023-06-25;Compra;PROD-007;SSD 1TB;204;64.84;0.0;Compra;TechSupplies Inc.
3682;2023-06-25;Compra;PROD-010;Webcam HD Pro;255;24.53;0.0;Compra;TechSupplies Inc.
3683;2023-06-25;Venta;PROD-003;Tarjeta Gráfica Eco;-40;0.0;161.3;Venta;Global Office
3684;2023-06-25;Compra;PROD-010;Webcam HD Pro;159;25.13;0.0;Compra;VisionParts
3685;2023-06-26;Venta;PROD-008;Batería Larga Duración;-42;0.0;94.44;Venta;CorpTech Solutions
3686;2023-06-26;Compra;PROD-008;Batería Larga Duración;135;44.74;0.0;Compra;VisionParts
3687;2023-06-26;Venta;PROD-005;Procesador Gama;-33;0.0;218.33;Venta;Venta Directa Online
3688;2023-06-26;Produccion;PROD-009;Monitor Curvo 27'';26;147.11;0.0;Fabricacion;N/A
3689;2023-06-26;Venta;PROD-009;Monitor Curvo 27'';-26;0.0;297.4;Venta;CorpTech Solutions
3690;2023-06-26;Venta;PROD-009;Monitor Curvo 27'';-12;0.0;298.26;Venta;EducaTech
3691;2023-06-26;Venta;PROD-008;Batería Larga Duración;-15;0.0;95.28;Venta;EducaTech
3692;2023-06-27;Venta;PROD-001;Portátil Z1;-19;0.0;497.37;Venta;Venta Directa Online
3693;2023-06-27;Venta;PROD-010;Webcam HD Pro;-45;0.0;59.76;Venta;EducaTech
3694;2023-06-27;Venta;PROD-005;Procesador Gamma;-49;0.0;217.98;Venta;CorpTech Solutions
3695;2023-06-27;Venta;PROD-007;SSD 1TB;-14;0.0;130.4;Venta;EducaTech
3696;2023-06-27;Venta;PROD-004;Tarjeta Gráfica Pro;-9;0.0;348.04;Venta;EducaTech
3697;2023-06-27;Venta;PROD-002;Portátil Z1 Pro;-34;0.0;895.36;Venta;Global Office
3698;2023-06-27;Venta;PROD-001;Portátil Z1;-36;0.0;499.9;Venta;PC Gamers World
3699;2023-06-28;Compra;PROD-004;Tarjeta Gráfica Pro;190;181.69;0.0;Compra;TechSupplies Inc.
3700;2023-06-28;Produccion;PROD-001;Portátil Z1;53;247.14;0.0;Fabricacion;N/A
3701;2023-06-28;Venta;PROD-006;SSD 512GB;-21;0.0;80.0;Venta;CorpTech Solutions
3702;2023-06-28;Venta;PROD-001;Portátil Z1;-11;0.0;495.96;Venta;Venta Directa Online
3703;2023-06-28;Venta;PROD-002;Portátil Z1 Pro;-46;0.0;904.21;Venta;CorpTech Solutions
3704;2023-06-28;Venta;PROD-010;Webcam HD Pro;-6;0.0;60.41;Venta;EducaTech
3705;2023-06-28;Compra;PROD-003;Tarjeta Gráfica Eco;181;86.72;0.0;Compra;Componentes Globales
3706;2023-06-29;Compra;PROD-008;Batería Larga Duración;88;44.26;0.0;Compra;VisionParts
3707;2023-06-29;Venta;PROD-001;Portátil Z1;-46;0.0;500.47;Venta;Venta Directa Online
3708;2023-06-29;Compra;PROD-007;SSD 1TB;274;66.38;0.0;Compra;TechSupplies Inc.
3709;2023-06-29;Produccion;PROD-001;Portátil Z1;46;251.17;0.0;Fabricacion;N/A
3710;2023-06-29;Venta;PROD-002;Portátil Z1 Pro;-20;0.0;894.85;Venta;PC Gamers World
3711;2023-06-29;Compra;PROD-003;Tarjeta Gráfica Eco;151;84.97;0.0;Compra;TechSupplies Inc.
3712;2023-06-29;Produccion;PROD-009;Monitor Curvo 27'';36;149.13;0.0;Fabricacion;N/A
3713;2023-06-30;Produccion;PROD-001;Portátil Z1;40;253.75;0.0;Fabricacion;N/A
3714;2023-06-30;Venta;PROD-006;SSD 512GB;-46;0.0;80.36;Venta;PC Gamers World
3715;2023-06-30;Venta;PROD-006;SSD 512GB;-7;0.0;80.55;Venta;Global Office
3716;2023-06-30;Compra;PROD-006;SSD 512GB;92;35.31;0.0;Compra;VisionParts
3717;2023-06-30;Venta;PROD-006;SSD 512GB;-5;0.0;79.86;Venta;EducaTech
3718;2023-06-30;Venta;PROD-010;Webcam HD Pro;-50;0.0;59.84;Venta;Venta Directa Online
3719;2023-07-01;Venta;PROD-003;Tarjeta Gráfica Eco;-48;0.0;159.61;Venta;CorpTech Solutions
3720;2023-07-01;Produccion;PROD-001;Portátil Z1;91;251.01;0.0;Fabricacion;N/A
3721;2023-07-01;Compra;PROD-010;Webcam HD Pro;297;24.73;0.0;Compra;Componentes Globales
3722;2023-07-01;Venta;PROD-003;Tarjeta Gráfica Eco;-19;0.0;159.08;Venta;PC Gamers World
3723;2023-07-01;Venta;PROD-004;Tarjeta Gráfica Pro;-7;0.0;346.13;Venta;PC Gamers World
3724;2023-07-01;Venta;PROD-007;SSD 1TB;-43;0.0;129.78;Venta;EducaTech
3725;2023-07-01;Venta;PROD-006;SSD 512GB;-18;0.0;80.59;Venta;Global Office
3726;2023-07-02;Compra;PROD-010;Webcam HD Pro;163;24.83;0.0;Compra;PowerCell Co.
3727;2023-07-02;Produccion;PROD-001;Portátil Z1;75;250.34;0.0;Fabricacion;N/A
3728;2023-07-02;Produccion;PROD-002;Portátil Z1 Pro;26;441.98;0.0;Fabricacion;N/A
3729;2023-07-02;Compra;PROD-006;SSD 512GB;61;35.35;0.0;Compra;VisionParts
3730;2023-07-02;Compra;PROD-005;Procesador Gamma;196;117.72;0.0;Compra;TechSupplies Inc.
3731;2023-07-02;Venta;PROD-006;SSD 512GB;-40;0.0;79.91;Venta;PC Gamers World
3732;2023-07-02;Compra;PROD-005;Procesador Gamma;88;118.1;0.0;Compra;PowerCell Co.
3733;2023-07-03;Compra;PROD-004;Tarjeta Gráfica Pro;211;176.7;0.0;Compra;PowerCell Co.
3734;2023-07-03;Compra;PROD-010;Webcam HD Pro;130;24.77;0.0;Compra;TechSupplies Inc.
3735;2023-07-03;Venta;PROD-006;SSD 512GB;-11;0.0;80.69;Venta;Global Office
3736;2023-07-03;Venta;PROD-010;Webcam HD Pro;-26;0.0;60.26;Venta;Global Office
3737;2023-07-03;Venta;PROD-010;Webcam HD Pro;-30;0.0;60.16;Venta;PC Gamers World
3738;2023-07-03;Compra;PROD-004;Tarjeta Gráfica Pro;116;179.29;0.0;Compra;Componentes Globales
3739;2023-07-03;Venta;PROD-004;Tarjeta Gráfica Pro;-46;0.0;348.97;Venta;EducaTech
3740;2023-07-04;Compra;PROD-003;Tarjeta Gráfica Eco;273;86.64;0.0;Compra;TechSupplies Inc.
3741;2023-07-04;Venta;PROD-010;Webcam HD Pro;-46;0.0;60.04;Venta;Venta Directa Online
3742;2023-07-04;Venta;PROD-006;SSD 512GB;-15;0.0;80.31;Venta;Venta Directa Online
3743;2023-07-04;Venta;PROD-002;Portátil Z1 Pro;-38;0.0;907.97;Venta;EducaTech
3744;2023-07-04;Compra;PROD-007;SSD 1TB;215;64.25;0.0;Compra;Componentes Globales
3745;2023-07-04;Compra;PROD-004;Tarjeta Gráfica Pro;53;182.96;0.0;Compra;TechSupplies Inc.
3746;2023-07-04;Compra;PROD-005;Procesador Gamma;74;119.5;0.0;Compra;VisionParts
3747;2023-07-05;Venta;PROD-008;Batería Larga Duración;-49;0.0;95.95;Venta;PC Gamers World
3748;2023-07-05;Produccion;PROD-002;Portátil Z1 Pro;24;450.37;0.0;Fabricacion;N/A
3749;2023-07-05;Venta;PROD-003;Tarjeta Gráfica Eco;-20;0.0;158.76;Venta;Global Office
3750;2023-07-05;Venta;PROD-008;Batería Larga Duración;-16;0.0;94.8;Venta;CorpTech Solutions
3751;2023-07-05;Venta;PROD-001;Portátil Z1;-31;0.0;497.61;Venta;CorpTech Solutions
3752;2023-07-05;Compra;PROD-008;Batería Larga Duración;190;45.47;0.0;Compra;PowerCell Co.
3753;2023-07-06;Venta;PROD-002;Portátil Z1 Pro;-19;0.0;905.75;Venta;EducaTech
3754;2023-07-06;Venta;PROD-003;Tarjeta Gráfica Eco;-36;0.0;160.31;Venta;Global Office
3755;2023-07-06;Venta;PROD-006;SSD 512GB;-45;0.0;79.48;Venta;CorpTech Solutions
3756;2023-07-06;Compra;PROD-004;Tarjeta Gráfica Pro;101;178.14;0.0;Compra;TechSupplies Inc.
3757;2023-07-06;Venta;PROD-001;Portátil Z1;-46;0.0;500.53;Venta;EducaTech
3758;2023-07-06;Venta;PROD-006;SSD 512GB;-23;0.0;80.22;Venta;EducaTech
3759;2023-07-06;Venta;PROD-009;Monitor Curvo 27'';-48;0.0;299.43;Venta;Venta Directa Online
3760;2023-07-07;Compra;PROD-004;Tarjeta Gráfica Pro;280;180.36;0.0;Compra;Componentes Globales
3761;2023-07-07;Compra;PROD-010;Webcam HD Pro;84;25.39;0.0;Compra;TechSupplies Inc.
3762;2023-07-07;Venta;PROD-001;Portátil Z1;-25;0.0;499.71;Venta;EducaTech
3763;2023-07-07;Compra;PROD-010;Webcam HD Pro;140;25.29;0.0;Compra;TechSupplies Inc.
3764;2023-07-07;Produccion;PROD-002;Portátil Z1 Pro;99;444.57;0.0;Fabricacion;N/A
3765;2023-07-07;Compra;PROD-007;SSD 1TB;187;64.21;0.0;Compra;PowerCell Co.
3766;2023-07-07;Compra;PROD-005;Procesador Gamma;220;119.9;0.0;Compra;TechSupplies Inc.
3767;2023-07-08;Produccion;PROD-002;Portátil Z1 Pro;83;441.65;0.0;Fabricacion;N/A
3768;2023-07-08;Compra;PROD-007;SSD 1TB;106;66.27;0.0;Compra;Componentes Globales
3769;2023-07-08;Compra;PROD-005;Procesador Gama;263;118.33;0.0;Compra;TechSupplies Inc.
3770;2023-07-08;Produccion;PROD-009;Monitor Curvo 27'';26;148.5;0.0;Fabricacion;N/A
3771;2023-07-08;Venta;PROD-005;Procesador Gamma;-20;0.0;220.85;Venta;PC Gamers World
3772;2023-07-08;Compra;PROD-004;Tarjeta Gráfica Pro;123;180.25;0.0;Compra;Componentes Globales
3773;2023-07-08;Produccion;PROD-009;Monitor Curvo 27'';93;150.56;0.0;Fabricacion;N/A
3774;2023-07-09;Venta;PROD-003;Tarjeta Gráfica Eco;-43;0.0;158.64;Venta;Global Office
3775;2023-07-09;Compra;PROD-004;Tarjeta Gráfica Pro;273;183.48;0.0;Compra;TechSupplies Inc.
3776;2023-07-09;Venta;PROD-009;Monitor Curvo 27'';-15;0.0;301.13;Venta;Venta Directa Online
3777;2023-07-09;Produccion;PROD-009;Monitor Curvo 27'';49;148.4;0.0;Fabricacion;N/A
3778;2023-07-09;Venta;PROD-004;Tarjeta Gráfica Pro;-35;0.0;348.43;Venta;Venta Directa Online
3779;2023-07-09;Venta;PROD-005;Procesador Gamma;-46;0.0;217.98;Venta;Venta Directa Online
3780;2023-07-09;Produccion;PROD-001;Portátil Z1;45;250.28;0.0;Fabricacion;N/A
3781;2023-07-10;Venta;PROD-008;Batería Larga Duración;-45;0.0;94.46;Venta;EducaTech
3782;2023-07-10;Venta;PROD-010;Webcam HD Pro;-13;0.0;60.58;Venta;EducaTech
3783;2023-07-10;Venta;PROD-002;Portátil Z1 Pro;-43;0.0;896.69;Venta;PC Gamers World
3784;2023-07-10;Venta;PROD-005;Procesador Gamma;-16;0.0;220.12;Venta;Venta Directa Online
3785;2023-07-10;Venta;PROD-005;Procesador Gama;-43;0.0;219.01;Venta;Global Office
3786;2023-07-10;Compra;PROD-004;Tarjeta Gráfica Pro;278;183.28;0.0;Compra;Componentes Globales
3787;2023-07-11;Produccion;PROD-002;Portátil Z1 Pro;39;451.35;0.0;Fabricacion;N/A
3788;2023-07-11;Produccion;PROD-009;Monitor Curvo 27'';53;151.76;0.0;Fabricacion;N/A
3789;2023-07-11;Venta;PROD-010;Webcam HD Pro;-46;0.0;59.97;Venta;Global Office
3790;2023-07-11;Venta;PROD-006;SSD 512GB;-18;0.0;80.32;Venta;Venta Directa Online
3791;2023-07-11;Produccion;PROD-009;Monitor Curvo 27'';90;149.88;0.0;Fabricacion;N/A
3792;2023-07-11;Venta;PROD-008;Batería Larga Duración;-48;0.0;95.61;Venta;EducaTech
3793;2023-07-11;Venta;PROD-002;Portátil Z1 Pro;-40;0.0;900.04;Venta;Venta Directa Online
3794;2023-07-12;Compra;PROD-007;SSD 1TB;154;65.33;0.0;Compra;VisionParts
3795;2023-07-12;Venta;PROD-006;SSD 512GB;-48;0.0;79.66;Venta;CorpTech Solutions
3796;2023-07-12;Compra;PROD-003;Tarjeta Gráfica Eco;278;86.67;0.0;Compra;TechSupplies Inc.
3797;2023-07-12;Venta;PROD-010;Webcam HD Pro;-36;0.0;60.58;Venta;Global Office
3798;2023-07-12;Produccion;PROD-001;Portátil Z1;78;250.55;0.0;Fabricacion;N/A
3799;2023-07-12;Produccion;PROD-002;Portátil Z1 Pro;75;442.76;0.0;Fabricacion;N/A
3800;2023-07-12;Venta;PROD-005;Procesador Gama;-21;0.0;219.97;Venta;PC Gamers World
3801;2023-07-13;Venta;PROD-010;Webcam HD Pro;-7;0.0;60.25;Venta;Venta Directa Online
3802;2023-07-13;Compra;PROD-004;Tarjeta Gráfica Pro;214;177.55;0.0;Compra;VisionParts
3803;2023-07-13;Compra;PROD-007;SSD 1TB;103;66.59;0.0;Compra;PowerCell Co.
3804;2023-07-13;Venta;PROD-001;Portátil Z1;-12;0.0;496.96;Venta;EducaTech
3805;2023-07-13;Venta;PROD-009;Monitor Curvo 27'';-39;0.0;298.01;Venta;PC Gamers World
3806;2023-07-13;Venta;PROD-002;Portátil Z1 Pro;-19;0.0;892.3;Venta;PC Gamers World
3807;2023-07-13;Compra;PROD-008;Batería Larga Duración;121;45.73;0.0;Compra;PowerCell Co.
3808;2023-07-14;Venta;PROD-006;SSD 512GB;-26;0.0;80.08;Venta;Global Office
3809;2023-07-14;Produccion;PROD-009;Monitor Curvo 27'';32;150.39;0.0;Fabricacion;N/A
3810;2023-07-14;Venta;PROD-006;SSD 512GB;-16;0.0;79.82;Venta;Global Office
3811;2023-07-14;Venta;PROD-002;Portátil Z1 Pro;-41;0.0;906.86;Venta;CorpTech Solutions
3812;2023-07-14;Venta;PROD-007;SSD 1TB;-28;0.0;129.88;Venta;Global Office
3813;2023-07-14;Compra;PROD-005;Procesador Gamma;106;118.3;0.0;Compra;VisionParts
3814;2023-07-14;Compra;PROD-006;SSD 512GB;163;35.11;0.0;Compra;PowerCell Co.
3815;2023-07-15;Compra;PROD-005;Procesador Gamma;74;118.98;0.0;Compra;TechSupplies Inc.
3816;2023-07-15;Compra;PROD-004;Tarjeta Gráfica Pro;230;180.72;0.0;Compra;Componentes Globales
3817;2023-07-15;Compra;PROD-005;Procesador Gamma;300;118.5;0.0;Compra;TechSupplies Inc.
